carehomesbeds,year_location_end,forced_closure,ownership,individual_partnership,company,age,dementia,nurse,mental_health,detained,disabled,closed_complete,inadequate,requiresimprovement,good,outstanding,missing_quality
35,,0,For-Profit,0,1,147.83333,1,1,0,0,0,0,0,0,1,0,0
6,,0,For-Profit,0,1,97.26667,0,0,0,0,0,0,0,0,1,0,0
39,,0,For-Profit,0,1,45.333332,1,0,0,0,1,0,,,,,1
20,,0,For-Profit,0,1,155.10001,1,1,1,0,1,0,0,0,1,0,0
46,,0,Third sector,0,0,156.03334,1,0,0,0,1,0,0,0,1,0,0
29,,0,For-Profit,0,1,156.89999,0,0,0,0,0,0,0,0,1,0,0
21,,0,For-Profit,0,1,154.56667,0,0,1,0,0,0,0,0,1,0,0
66,,0,For-Profit,0,1,150.86667,1,1,0,0,0,0,0,0,1,0,0
31,,0,For-Profit,0,1,24,1,0,1,0,1,0,0,1,0,0,0
1,,0,For-Profit,0,1,47.299999,0,0,0,0,0,0,0,0,1,0,0
8,,0,For-Profit,0,1,85.533333,0,0,1,0,0,0,0,0,1,0,0
47,,0,For-Profit,0,1,38,1,1,0,0,1,0,0,0,1,0,0
7,,0,For-Profit,0,1,119.13333,0,0,1,0,1,0,0,0,1,0,0
26,,0,For-Profit,0,1,85.26667,1,0,0,0,0,0,0,0,1,0,0
30,,0,For-Profit,0,1,156.76666,0,1,0,0,1,0,0,0,1,0,0
53,,0,For-Profit,0,1,153,1,1,1,0,1,0,0,1,0,0,0
9,,0,For-Profit,1,0,85.366669,0,0,1,0,0,0,0,0,1,0,0
6,,0,Third sector,0,0,154.53334,0,0,0,0,0,0,0,0,0,1,0
6,,0,For-Profit,0,1,34.466667,0,0,0,0,0,0,0,0,1,0,0
40,,0,For-Profit,0,1,77.533333,1,0,0,0,0,0,0,0,1,0,0
4,,0,For-Profit,0,1,74.066666,0,0,0,0,1,0,0,0,1,0,0
14,,0,For-Profit,0,1,66.199997,1,0,0,0,1,0,0,0,1,0,0
6,,0,For-Profit,0,1,154.56667,0,0,0,0,0,0,0,0,1,0,0
30,,0,For-Profit,0,1,132.39999,1,0,0,0,1,0,0,0,1,0,0
9,,0,For-Profit,0,1,154.76666,0,0,1,0,0,0,0,0,1,0,0
20,,0,For-Profit,0,1,152.23334,0,0,0,0,0,0,0,1,0,0,0
6,,0,For-Profit,0,1,43,0,0,0,0,1,0,0,0,1,0,0
8,,0,For-Profit,0,1,27.433332,1,0,1,0,1,0,0,0,1,0,0
6,,0,For-Profit,0,1,156.16667,0,0,0,0,0,0,0,0,1,0,0
53,,0,For-Profit,0,1,156.76666,1,1,0,0,1,0,0,0,1,0,0
3,,0,Third sector,0,0,153.66667,0,0,1,0,0,0,0,0,1,0,0
60,,0,For-Profit,0,1,145.5,1,0,0,0,1,0,0,0,1,0,0
27,,0,For-Profit,0,1,137.53334,0,1,0,0,0,0,0,1,0,0,0
27,,0,For-Profit,0,1,144.3,0,0,0,0,0,0,0,1,0,0,0
8,,0,Third sector,0,0,155.76666,0,0,0,0,1,0,0,0,1,0,0
25,,0,For-Profit,0,1,7.4333334,1,0,0,0,0,0,0,0,1,0,0
7,,0,For-Profit,0,1,39.599998,0,0,1,0,0,0,0,1,0,0,0
5,,0,For-Profit,0,1,139.39999,0,0,0,0,0,0,0,1,0,0,0
40,,0,Local Authority,0,0,156.23334,0,0,1,0,1,0,0,0,1,0,0
3,,0,For-Profit,0,1,155.60001,0,0,0,0,1,0,0,0,1,0,0
43,,0,For-Profit,0,1,88.099998,1,0,0,0,1,0,0,0,1,0,0
72,,0,For-Profit,0,1,150.56667,1,0,0,0,0,0,0,1,0,0,0
52,,0,For-Profit,0,1,85.23333,1,1,1,0,1,0,0,0,1,0,0
5,,0,For-Profit,0,1,147.43333,0,0,0,0,0,0,0,0,1,0,0
64,,0,For-Profit,0,1,116.26667,1,0,0,0,0,0,0,0,1,0,0
40,,0,For-Profit,0,1,155.5,1,0,0,0,1,0,0,0,1,0,0
50,,0,For-Profit,0,1,30.766666,1,0,0,0,1,0,0,0,1,0,0
102,,0,For-Profit,0,1,1.2333333,1,1,0,0,1,0,,,,,1
11,,0,For-Profit,0,1,156,0,0,0,0,0,0,0,0,1,0,0
53,,0,For-Profit,0,1,83.433334,1,0,0,0,1,0,0,0,1,0,0
11,,0,For-Profit,0,1,16.766666,0,0,0,0,0,0,0,0,1,0,0
72,,0,For-Profit,0,1,22,1,1,0,0,1,0,,,,,1
50,,0,For-Profit,0,1,20.5,1,1,1,0,1,0,0,1,0,0,0
4,,0,Third sector,0,0,109.1,0,0,0,0,1,0,0,0,1,0,0
9,,0,For-Profit,0,1,155.26666,0,0,0,0,0,0,0,0,1,0,0
26,,0,For-Profit,0,1,155.76666,1,0,0,0,1,0,0,0,1,0,0
106,,0,For-Profit,0,1,154.89999,1,1,0,0,1,0,0,0,1,0,0
91,,0,Third sector,0,0,144.76666,1,1,0,0,0,0,0,0,1,0,0
70,,0,For-Profit,0,1,89.566666,1,1,0,0,0,0,0,0,1,0,0
71,,0,Third sector,0,0,150.96666,1,0,0,0,0,0,0,0,1,0,0
60,,0,Third sector,0,0,156.3,1,0,0,0,0,0,0,1,0,0,0
66,,0,For-Profit,0,1,34.133335,1,0,1,0,0,0,0,1,0,0,0
21,,0,For-Profit,1,0,155.3,1,0,1,0,1,0,0,0,1,0,0
9,,0,For-Profit,0,1,84.900002,0,0,1,0,0,0,0,0,1,0,0
30,,0,For-Profit,0,1,156.23334,0,0,0,0,0,0,0,0,1,0,0
17,,0,For-Profit,0,1,112.56667,0,0,0,0,1,0,0,0,1,0,0
67,,0,For-Profit,0,1,83.866669,1,1,0,0,1,0,0,0,1,0,0
7,,0,For-Profit,0,1,84.900002,0,0,1,0,0,0,0,0,1,0,0
12,,0,For-Profit,0,1,84.900002,0,0,1,0,0,0,0,0,1,0,0
9,,0,For-Profit,0,1,84.900002,0,0,1,0,0,0,0,0,1,0,0
25,,0,For-Profit,1,0,153.93333,1,0,0,0,1,0,0,0,1,0,0
30,,0,Third sector,0,0,86.300003,0,0,0,0,0,0,0,0,1,0,0
5,,0,For-Profit,0,1,92.099998,0,0,0,0,0,0,0,0,1,0,0
4,,0,Third sector,0,0,154.8,0,0,0,0,0,0,0,0,1,0,0
10,,0,For-Profit,0,1,143.39999,0,0,1,0,0,0,0,1,0,0,0
36,,0,For-Profit,0,1,148.2,0,1,0,0,0,0,0,0,1,0,0
30,,0,For-Profit,0,1,156.76666,1,1,0,0,0,0,0,0,1,0,0
6,,0,For-Profit,0,1,156.2,0,0,0,0,0,0,0,0,1,0,0
44,,0,For-Profit,0,1,148.03334,1,0,1,0,0,0,0,0,1,0,0
4,,0,For-Profit,0,1,156.53334,0,0,1,0,0,0,0,0,1,0,0
26,,0,For-Profit,0,1,152.89999,1,0,0,0,1,0,0,0,1,0,0
6,,0,For-Profit,0,1,86.23333,0,0,0,0,0,0,0,0,1,0,0
30,,0,For-Profit,0,1,85.699997,0,0,1,0,0,0,0,0,1,0,0
24,,0,For-Profit,0,1,85.699997,0,0,1,0,0,0,0,0,1,0,0
13,,0,For-Profit,1,0,155.06667,0,0,0,0,0,0,0,0,1,0,0
8,,0,For-Profit,0,1,56.333332,0,0,0,0,0,0,0,0,1,0,0
56,,0,For-Profit,0,1,142.66667,1,0,0,0,0,0,0,0,1,0,0
43,,0,For-Profit,0,1,37.033333,1,0,0,0,0,0,0,0,1,0,0
7,,0,For-Profit,0,1,6.0333333,0,0,0,0,0,0,0,0,1,0,0
22,,0,For-Profit,0,1,113.7,1,0,0,0,0,0,0,0,1,0,0
13,,0,For-Profit,0,1,154.60001,1,0,0,0,1,0,0,0,1,0,0
1,,0,For-Profit,0,1,23.633333,0,0,1,0,0,0,0,0,1,0,0
10,,0,For-Profit,0,1,156.23334,0,0,0,0,0,0,0,0,1,0,0
40,,0,For-Profit,0,1,155.73334,1,1,0,0,1,0,0,0,1,0,0
21,,0,For-Profit,0,1,156.16667,0,0,1,0,1,0,0,0,1,0,0
40,,0,For-Profit,0,1,151.39999,1,0,0,0,0,0,0,0,1,0,0
38,,0,For-Profit,0,1,151.39999,1,0,0,0,0,0,0,0,1,0,0
45,,0,For-Profit,0,1,151.39999,1,0,0,0,0,0,0,1,0,0,0
24,,0,For-Profit,0,1,114.3,1,0,0,0,0,0,0,0,1,0,0
8,,0,For-Profit,0,1,82.699997,0,0,0,0,0,0,0,0,1,0,0
5,,0,For-Profit,0,1,154.60001,0,0,0,0,0,0,0,0,1,0,0
16,,0,For-Profit,0,1,139,0,0,0,0,0,0,0,0,1,0,0
16,,0,For-Profit,0,1,155.3,0,1,0,0,0,0,0,0,1,0,0
8,,0,For-Profit,0,1,27.433332,0,0,1,0,1,0,0,0,1,0,0
31,,0,For-Profit,0,1,154.3,0,0,0,0,0,0,0,0,1,0,0
40,,0,For-Profit,0,1,152.76666,0,1,0,0,0,0,0,0,1,0,0
19,,0,For-Profit,1,0,154.66667,0,0,0,0,0,0,0,0,1,0,0
52,,0,Third sector,0,0,155.53334,1,1,0,0,0,0,0,1,0,0,0
16,,0,For-Profit,1,0,85.23333,1,0,0,0,0,0,0,0,1,0,0
25,,0,For-Profit,0,1,154.56667,0,0,0,0,0,0,0,0,1,0,0
103,,0,For-Profit,0,1,85.599998,1,1,0,0,0,0,0,0,1,0,0
63,,0,For-Profit,0,1,142.5,0,1,0,0,0,0,0,0,1,0,0
3,,0,For-Profit,0,1,13,0,0,0,0,0,0,0,0,1,0,0
30,,0,For-Profit,0,1,84.199997,1,0,0,0,0,0,0,0,1,0,0
6,,0,For-Profit,0,1,84.900002,0,0,0,0,0,0,0,0,0,1,0
9,,0,For-Profit,0,1,84.900002,0,0,1,0,0,0,0,0,1,0,0
17,,0,Third sector,0,0,12.1,0,0,1,0,0,0,0,0,1,0,0
13,,0,For-Profit,0,1,84.900002,0,0,1,0,0,0,0,0,1,0,0
7,,0,For-Profit,0,1,84.900002,0,0,0,0,0,0,0,0,1,0,0
8,,0,For-Profit,0,1,84.900002,0,0,0,0,0,0,0,0,1,0,0
7,,0,For-Profit,0,1,84.900002,0,0,1,0,0,0,0,0,1,0,0
8,,0,For-Profit,0,1,84.900002,0,0,0,0,0,0,0,1,0,0,0
24,,0,For-Profit,0,1,85.833336,1,0,0,0,1,0,0,1,0,0,0
35,,0,For-Profit,0,1,155.53334,1,0,0,0,0,0,0,0,1,0,0
41,,0,For-Profit,0,1,99.833336,1,0,0,0,1,0,0,0,1,0,0
58,,0,For-Profit,0,1,155.73334,1,1,0,0,1,0,0,0,1,0,0
26,,0,For-Profit,0,1,154.39999,1,0,0,0,0,0,0,1,0,0,0
4,,0,Third sector,0,0,153.2,0,0,0,0,0,0,0,0,1,0,0
10,,0,For-Profit,0,1,21.766666,0,1,0,0,1,0,0,0,1,0,0
6,,0,For-Profit,0,1,22.266666,1,0,1,0,1,0,0,1,0,0,0
7,,0,For-Profit,0,1,155.23334,0,0,0,0,1,0,0,0,1,0,0
9,,0,For-Profit,0,1,154.83333,0,0,0,0,0,0,0,0,1,0,0
30,,0,For-Profit,0,1,155.23334,0,1,0,0,0,0,0,0,1,0,0
34,,0,For-Profit,1,0,154.13333,1,0,0,0,1,0,0,0,0,1,0
60,,0,For-Profit,0,1,17.833334,1,0,0,0,0,0,,,,,1
75,,0,For-Profit,0,1,36.5,1,1,0,0,1,0,0,0,1,0,0
22,,0,For-Profit,0,1,154.76666,1,0,0,0,0,0,0,0,1,0,0
,,0,,,0,98.366669,0,,0,0,0,0,,,,,1
4,,0,For-Profit,0,1,153.46666,0,0,0,0,0,0,0,0,1,0,0
7,,0,For-Profit,0,1,117.8,0,0,1,0,1,0,0,0,1,0,0
6,,0,For-Profit,0,1,86.066666,0,0,0,0,0,0,0,0,0,1,0
13,,0,Third sector,0,0,154.43333,0,0,0,0,0,0,0,0,1,0,0
35,,0,For-Profit,0,1,153.60001,1,0,1,0,0,0,0,1,0,0,0
9,,0,Local Authority,0,0,41.5,1,0,0,0,1,0,,,,,1
7,,0,For-Profit,0,1,154.43333,0,0,1,0,0,0,0,0,1,0,0
106,,0,For-Profit,0,1,4.0666666,1,1,0,0,1,0,0,0,1,0,0
36,,0,For-Profit,0,1,155.10001,0,1,1,0,0,0,0,1,0,0,0
36,,0,Third sector,0,0,155.53334,0,1,0,0,1,0,0,0,0,1,0
26,,0,For-Profit,0,1,141.36667,1,0,0,0,0,0,0,0,1,0,0
20,,0,For-Profit,0,1,151.86667,0,0,0,0,0,0,0,0,1,0,0
7,,0,For-Profit,0,1,148.46666,0,0,1,0,0,0,0,0,1,0,0
6,,0,For-Profit,0,1,155.93333,0,0,0,0,0,0,0,0,1,0,0
52,,0,For-Profit,0,1,155.06667,1,1,0,0,1,0,0,1,0,0,0
52,,0,For-Profit,0,1,156.43333,1,1,0,0,0,0,0,0,1,0,0
7,,0,For-Profit,0,1,142.93333,0,0,0,0,0,0,0,1,0,0,0
4,,0,For-Profit,0,1,156.63333,0,0,0,0,0,0,0,0,1,0,0
52,,0,For-Profit,0,1,124.7,1,1,0,0,1,0,0,0,1,0,0
8,,0,Third sector,0,0,154.43333,0,0,0,0,0,0,0,0,1,0,0
30,,0,For-Profit,0,1,86.966667,1,0,0,0,0,0,0,0,1,0,0
13,,0,Third sector,0,0,154.83333,0,0,0,0,0,0,0,0,1,0,0
42,,0,For-Profit,1,0,154.63333,1,1,0,0,1,0,0,0,1,0,0
75,,0,For-Profit,0,1,83.433334,1,1,0,0,1,0,0,0,1,0,0
38,,0,Third sector,0,0,155.3,1,0,1,0,0,0,0,0,1,0,0
66,,0,For-Profit,0,1,32.266666,1,0,0,0,0,0,0,0,1,0,0
11,,0,For-Profit,0,1,105.83334,0,0,1,0,0,0,0,1,0,0,0
37,,0,For-Profit,0,1,135.26666,1,0,0,0,1,0,0,1,0,0,0
10,,0,For-Profit,0,1,142.06667,0,0,0,0,1,0,0,0,1,0,0
35,,0,For-Profit,0,1,87.566666,1,0,0,0,0,0,0,0,1,0,0
5,,0,For-Profit,0,1,154.60001,0,0,0,0,0,0,0,0,1,0,0
39,,0,For-Profit,0,1,128.63333,1,0,0,0,0,0,0,0,1,0,0
72,,0,For-Profit,0,1,146.13333,1,1,0,0,0,0,0,0,1,0,0
21,,0,For-Profit,0,1,59.466667,1,0,1,0,0,0,0,0,1,0,0
4,,0,For-Profit,0,1,156.7,1,0,1,0,1,0,0,0,1,0,0
76,,0,For-Profit,0,1,146.13333,1,0,0,0,0,0,0,0,1,0,0
8,,0,For-Profit,0,1,155.96666,0,0,1,0,1,0,0,0,1,0,0
82,,0,For-Profit,0,1,154.06667,1,1,0,0,0,0,0,1,0,0,0
5,,0,Third sector,0,0,154.36667,0,0,0,0,0,0,0,0,1,0,0
27,,0,For-Profit,0,1,92.133331,1,0,0,0,1,0,0,0,1,0,0
40,,0,For-Profit,0,1,154.36667,1,1,1,0,0,0,0,1,0,0,0
58,,0,For-Profit,0,1,28.766666,1,1,0,0,1,0,0,0,1,0,0
6,,0,For-Profit,0,1,87.599998,0,0,0,0,0,0,0,0,1,0,0
19,,0,For-Profit,0,1,148.73334,1,0,0,0,0,0,0,0,1,0,0
50,,0,For-Profit,0,1,155.26666,1,1,1,0,1,0,0,0,1,0,0
20,,0,For-Profit,0,1,106.5,1,0,0,0,0,0,0,0,1,0,0
63,,0,For-Profit,0,1,18.033333,1,1,0,0,1,0,0,0,1,0,0
4,,0,For-Profit,0,1,86.633331,1,0,1,0,0,0,0,0,1,0,0
9,,0,For-Profit,0,1,86.633331,1,0,1,0,0,0,0,0,1,0,0
50,,0,For-Profit,0,1,61.700001,1,0,1,0,0,0,0,1,0,0,0
6,,0,For-Profit,0,1,155.5,0,0,0,0,0,0,0,1,0,0,0
32,,0,For-Profit,0,1,155.10001,0,0,0,0,0,0,0,0,1,0,0
9,,0,For-Profit,0,1,58.766666,0,0,1,0,0,0,0,0,1,0,0
72,,0,For-Profit,0,1,148.06667,1,1,0,0,0,0,0,0,1,0,0
6,,0,For-Profit,0,1,60.400002,0,0,0,0,1,0,0,0,1,0,0
6,,0,For-Profit,0,1,107.7,0,1,0,0,1,0,0,0,1,0,0
39,,0,For-Profit,0,1,147.56667,1,0,0,0,0,0,0,1,0,0,0
7,,0,For-Profit,0,1,154.89999,0,0,0,0,0,0,0,0,1,0,0
5,,0,For-Profit,0,1,144.06667,0,0,0,0,1,0,0,0,1,0,0
32,,0,For-Profit,0,1,154.33333,0,0,0,0,0,0,0,0,1,0,0
60,,0,For-Profit,0,1,124.7,1,0,0,0,0,0,0,0,1,0,0
41,,0,For-Profit,0,1,153.23334,1,1,0,0,1,0,0,0,1,0,0
26,,0,For-Profit,0,1,40.966667,1,1,0,0,0,0,0,1,0,0,0
22,,0,For-Profit,0,1,155,1,1,1,1,1,0,0,0,1,0,0
5,,0,Third sector,0,0,155.26666,0,0,0,0,0,0,0,0,1,0,0
8,,0,For-Profit,0,1,85.833336,0,0,1,0,1,0,0,0,1,0,0
17,,0,For-Profit,0,1,91.900002,0,0,1,0,0,0,0,0,1,0,0
8,,0,For-Profit,0,1,87.599998,1,0,1,0,1,0,0,0,1,0,0
3,,0,For-Profit,0,1,131.96666,0,0,1,0,0,0,0,0,1,0,0
6,,0,For-Profit,0,1,148.7,0,0,0,0,0,0,0,0,1,0,0
30,,0,For-Profit,0,1,7.6333332,1,1,0,0,1,0,0,0,1,0,0
4,,0,Third sector,0,0,50.933334,0,0,0,0,0,0,0,1,0,0,0
103,,0,For-Profit,0,1,131.56667,1,0,0,0,1,0,0,0,1,0,0
3,,0,Third sector,0,0,153.7,0,0,1,0,1,0,0,0,1,0,0
6,,0,Third sector,0,0,40.266666,0,0,1,0,0,0,0,0,1,0,0
6,,0,Third sector,0,0,156.3,0,0,0,0,0,0,0,0,1,0,0
10,,0,For-Profit,1,0,148.76666,0,0,1,0,0,0,0,0,1,0,0
90,,0,For-Profit,0,1,155.26666,1,1,0,0,0,0,0,1,0,0,0
68,,0,For-Profit,0,1,29.266666,1,0,0,0,0,0,0,1,0,0,0
35,,0,For-Profit,0,1,156.06667,1,0,0,0,0,0,0,1,0,0,0
25,,0,For-Profit,0,1,154.53334,0,1,0,0,1,0,0,1,0,0,0
52,,0,For-Profit,0,1,153.7,0,1,0,0,1,0,0,0,1,0,0
87,,0,For-Profit,0,1,51.066666,1,0,0,0,0,0,0,0,1,0,0
9,,0,For-Profit,0,1,61.966667,0,1,1,0,0,0,0,0,1,0,0
68,,0,For-Profit,0,1,122.4,1,0,0,0,0,0,0,0,1,0,0
70,,0,For-Profit,0,1,153.7,1,1,0,0,1,0,0,0,1,0,0
80,,0,For-Profit,0,1,28.4,1,1,0,0,1,0,0,0,1,0,0
19,,0,For-Profit,0,1,66.900002,1,0,1,0,1,0,0,0,1,0,0
20,,0,For-Profit,0,1,156.63333,1,0,0,0,0,0,0,0,1,0,0
25,,0,For-Profit,0,1,142.06667,1,0,1,0,0,0,0,0,1,0,0
65,,0,For-Profit,0,1,155.26666,0,0,1,0,1,0,0,1,0,0,0
69,,0,For-Profit,0,1,83.433334,1,0,1,0,1,0,0,0,1,0,0
12,,0,For-Profit,1,0,154.89999,0,0,1,0,0,0,1,0,0,0,0
5,,0,For-Profit,0,1,142.93333,0,0,0,0,0,0,0,0,1,0,0
19,,0,For-Profit,0,1,57.466667,0,0,1,0,0,0,0,1,0,0,0
13,,0,Third sector,0,0,27.733334,1,0,1,0,1,0,0,1,0,0,0
5,,0,For-Profit,0,1,56.599998,0,0,1,0,0,0,0,1,0,0,0
20,,0,For-Profit,0,1,136.7,0,0,1,0,0,0,0,1,0,0,0
20,,0,For-Profit,0,1,154.60001,0,0,1,0,0,0,0,1,0,0,0
6,,0,For-Profit,0,1,84.900002,0,0,1,0,0,0,0,0,1,0,0
46,,0,For-Profit,0,1,154.53334,1,0,0,0,0,0,0,0,1,0,0
17,,0,For-Profit,0,1,148.96666,0,0,1,0,0,0,0,0,1,0,0
6,,0,For-Profit,0,1,34.466667,0,0,0,0,1,0,0,1,0,0,0
9,,0,For-Profit,0,1,154.63333,0,0,0,0,0,0,0,0,1,0,0
78,,0,For-Profit,0,1,145.10001,1,1,0,0,0,0,0,1,0,0,0
60,,0,For-Profit,0,1,91.900002,1,1,1,0,1,0,0,1,0,0,0
4,,0,For-Profit,0,1,154.36667,0,0,0,0,0,0,0,0,1,0,0
9,,0,Local Authority,0,0,155.3,0,0,0,0,0,0,0,0,1,0,0
9,,0,Third sector,0,0,156.89999,0,0,1,0,0,0,0,0,1,0,0
68,,0,For-Profit,0,1,154.83333,1,1,1,0,1,0,0,0,1,0,0
6,,0,For-Profit,0,1,154.53334,1,0,1,0,1,0,0,0,1,0,0
32,,0,For-Profit,1,0,154.76666,1,1,1,0,1,0,0,1,0,0,0
4,,0,For-Profit,0,1,156.16667,0,0,0,0,0,0,0,0,1,0,0
3,,0,Third sector,0,0,155.03334,0,0,0,0,0,0,0,0,1,0,0
20,,0,For-Profit,0,1,76.133331,1,0,1,0,1,0,0,0,1,0,0
36,,0,For-Profit,1,0,155,0,0,0,0,0,0,0,0,1,0,0
127,,0,For-Profit,0,1,156.06667,1,1,1,0,1,0,0,0,1,0,0
8,,0,For-Profit,0,1,107.46667,0,0,0,0,1,0,0,0,1,0,0
66,,0,For-Profit,0,1,10.9,1,0,1,0,0,0,,,,,1
54,,0,For-Profit,0,1,154.66667,1,1,0,0,0,0,0,0,1,0,0
34,,0,For-Profit,0,1,130.03334,0,1,1,0,1,0,0,0,1,0,0
44,,0,For-Profit,0,1,16.033333,1,1,0,0,0,0,0,0,1,0,0
116,,0,For-Profit,0,1,154.3,1,1,1,0,1,0,0,0,1,0,0
68,,0,For-Profit,0,1,33,1,1,0,0,1,0,0,0,1,0,0
40,,0,For-Profit,1,0,156.16667,1,0,0,0,0,0,0,0,1,0,0
63,,0,For-Profit,0,1,154.60001,1,1,0,0,1,0,0,0,1,0,0
7,,0,For-Profit,0,1,112.43333,0,0,0,0,0,0,0,0,1,0,0
64,,0,For-Profit,0,1,149.8,1,1,0,0,0,0,0,0,1,0,0
8,,0,For-Profit,0,1,156.2,0,0,0,0,0,0,0,0,1,0,0
13,,0,Third sector,0,0,82.699997,0,0,0,0,0,0,0,0,1,0,0
61,,0,For-Profit,0,1,156.86667,1,1,0,0,1,0,0,1,0,0,0
32,,0,For-Profit,0,1,154.53334,1,1,0,0,0,0,0,0,1,0,0
31,,0,For-Profit,0,1,88.866669,1,0,1,0,1,0,0,0,1,0,0
36,,0,For-Profit,0,1,154.76666,0,1,0,0,1,0,0,0,1,0,0
4,,0,For-Profit,0,1,154.63333,0,0,0,0,0,0,0,0,1,0,0
6,,0,For-Profit,0,1,155.5,0,0,0,0,0,0,0,0,1,0,0
19,,0,For-Profit,1,0,92.099998,0,0,1,0,0,0,0,0,1,0,0
45,,0,For-Profit,0,1,149.2,1,0,0,0,1,0,0,1,0,0,0
26,,0,For-Profit,0,1,50.766666,1,1,1,0,1,0,0,1,0,0,0
7,,0,For-Profit,0,1,144.53334,0,0,0,0,0,0,0,0,1,0,0
29,,0,For-Profit,0,1,155.26666,1,0,0,0,0,0,0,0,1,0,0
12,,0,For-Profit,0,1,15.233334,1,0,1,0,1,0,0,0,1,0,0
3,,0,For-Profit,0,1,105.23333,0,0,1,0,0,0,0,0,1,0,0
6,,0,For-Profit,0,1,156.63333,0,0,0,0,0,0,0,0,0,1,0
25,,0,For-Profit,0,1,103.03333,1,0,1,0,1,0,0,1,0,0,0
40,,0,For-Profit,0,1,121.76667,1,1,0,0,1,0,0,0,1,0,0
37,,0,For-Profit,0,1,147.89999,1,0,0,0,1,0,0,0,1,0,0
53,,0,For-Profit,0,1,156.43333,1,0,0,0,0,0,0,0,1,0,0
31,,0,For-Profit,0,1,149.16667,0,0,0,0,0,0,0,0,1,0,0
24,,0,For-Profit,0,1,154.66667,0,0,0,0,0,0,0,0,1,0,0
4,,0,For-Profit,0,1,53.033333,0,0,0,0,1,0,,,,,1
21,,0,For-Profit,0,1,153.73334,1,0,0,0,0,0,0,0,1,0,0
22,,0,For-Profit,1,0,155.5,0,0,0,0,0,0,0,0,1,0,0
9,,0,For-Profit,0,1,89.199997,1,0,1,0,1,0,0,0,1,0,0
5,,0,For-Profit,0,1,18.266666,0,0,0,0,0,0,0,0,1,0,0
8,,0,For-Profit,0,1,19.966667,0,1,0,0,0,0,0,0,0,1,0
5,,0,For-Profit,0,1,107.06667,1,0,1,0,1,0,0,1,0,0,0
42,,0,For-Profit,0,1,156.2,1,0,0,0,0,0,0,0,1,0,0
7,,0,For-Profit,0,1,148,0,0,0,0,0,0,0,0,1,0,0
8,,0,For-Profit,0,1,87.099998,0,0,1,0,0,0,0,0,1,0,0
9,,0,For-Profit,0,1,44.733334,0,0,1,0,1,0,0,0,1,0,0
64,,0,For-Profit,0,1,71.366669,1,0,0,0,0,0,0,0,1,0,0
18,,0,For-Profit,0,1,121.46667,0,1,1,0,1,0,0,0,1,0,0
6,,0,For-Profit,1,0,118.4,0,0,0,0,0,0,0,1,0,0,0
27,,0,For-Profit,0,1,156.03334,1,0,0,0,1,0,0,0,1,0,0
16,,0,For-Profit,0,1,112.56667,0,0,0,0,1,0,0,0,1,0,0
3,,0,For-Profit,1,0,157.16667,0,0,1,0,0,0,0,1,0,0,0
38,,0,For-Profit,0,1,34.200001,0,0,0,0,0,0,0,1,0,0,0
33,,0,For-Profit,0,1,149.43333,1,1,1,0,1,0,0,0,1,0,0
30,,0,For-Profit,1,0,156.96666,0,0,0,0,0,0,0,0,1,0,0
26,,0,For-Profit,0,1,35.133335,1,0,0,0,0,0,0,0,1,0,0
90,,0,Third sector,0,0,154.43333,1,1,0,0,0,0,0,0,0,1,0
5,,0,For-Profit,0,1,88.800003,0,0,1,0,1,0,0,0,1,0,0
6,,0,For-Profit,0,1,156.39999,0,0,1,0,1,0,0,0,1,0,0
6,,0,For-Profit,0,1,19.666666,0,0,0,0,0,0,,,,,1
6,,0,For-Profit,0,1,48.599998,0,1,1,0,1,0,,,,,1
31,,0,For-Profit,0,1,19.700001,1,0,0,0,1,0,0,1,0,0,0
84,,0,For-Profit,0,1,155.96666,1,0,0,0,0,0,0,0,1,0,0
5,,0,For-Profit,0,1,5.0333333,0,0,0,0,0,0,0,0,1,0,0
44,,0,For-Profit,0,1,156.76666,1,1,0,0,0,0,0,0,1,0,0
6,,0,For-Profit,0,1,53.833332,0,0,0,0,1,0,0,1,0,0,0
31,,0,For-Profit,0,1,148.8,1,0,1,0,0,0,0,0,1,0,0
8,,0,For-Profit,0,1,136.93333,0,0,0,0,0,0,0,0,1,0,0
24,,0,For-Profit,0,1,149.53334,0,0,0,0,0,0,0,1,0,0,0
7,,0,For-Profit,0,1,154.56667,1,0,1,0,1,0,0,0,1,0,0
42,,0,For-Profit,0,1,53.799999,1,0,0,0,0,0,0,0,1,0,0
55,,0,For-Profit,0,1,88.633331,1,1,0,0,1,0,0,0,1,0,0
6,,0,Third sector,0,0,109.86667,0,0,0,0,0,0,0,1,0,0,0
51,,0,For-Profit,0,1,155.26666,1,0,1,0,0,0,0,0,1,0,0
17,,0,For-Profit,1,0,152.43333,0,0,0,0,0,0,0,0,1,0,0
45,,0,For-Profit,0,1,47.566666,1,1,0,0,0,0,0,0,1,0,0
6,,0,Third sector,0,0,44.5,1,0,0,0,0,0,0,0,1,0,0
24,,0,Local Authority,0,0,154.36667,1,0,0,0,0,0,0,0,1,0,0
176,,0,For-Profit,0,1,55.966667,1,1,1,0,1,0,0,1,0,0,0
8,,0,For-Profit,0,1,149.5,0,0,0,0,0,0,0,0,1,0,0
49,,0,For-Profit,0,1,43.533333,1,1,1,0,1,0,0,0,1,0,0
4,,0,For-Profit,0,1,84.76667,1,0,1,0,1,0,0,0,1,0,0
